/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_02_964.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_02_964.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_02_964.jpg,0,0,0,0.0002871218
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_034.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_034.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_034.jpg,0,0,0,4.143705E-05
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_108.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_108.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_108.jpg,0,0,0,1.302175E-05
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_185.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_185.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_185.jpg,0,0,0,7.934051E-05
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_256.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_256.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_256.jpg,0,0,0,8.592746E-05
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_338.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_338.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_338.jpg,0,0.1347989,0,0.002078514
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_411.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_411.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_411.jpg,0,0.3720449,0,0.3406029
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_495.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_495.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_495.jpg,0,0.6381329,0,0.796948
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_572.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_572.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_572.jpg,0,0.8627189,0,1.551985
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_639.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_639.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_639.jpg,0,1,0,2.235239
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_723.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_723.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_723.jpg,-0.15,1,0,3.407908
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_803.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_803.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_803.jpg,0,1,0,4.340028
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_886.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_886.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_886.jpg,0,1,0,5.270417
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_03_957.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_03_957.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_03_957.jpg,0,1,0,5.963799
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_04_030.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_04_030.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_04_030.jpg,0,1,0,6.882033
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_04_099.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_04_099.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_04_099.jpg,-0.009673713,1,0,7.56603
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_04_171.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_04_171.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_04_171.jpg,-0.0173943,1,0,8.471739
/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/center_2019_01_24_13_21_04_248.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/left_2019_01_24_13_21_04_248.jpg,/Users/maksymbondarenko/Documents/dev/git/CarND-Behavioral-Cloning-P3/data11/IMG/right_2019_01_24_13_21_04_248.jpg,-0.04914981,1,0,9.370148
